ID,LIMIT_BAL,MARITAL,EDUCATION,SEX,AGE,DELAY1,DELAY2,BILLING1,BILLING2,PAYMENT1,PAYMENT2,TARGET
1717,70000,Single,GradSch,Male,38,0,0,4638,323,323,0,0
1718,180000,Married,GradSch,Female,34,0,0,8592,8468,8478,1300,0
1719,10000,Single,GradSch,Female,38,0,0,9791,7052,1275,2500,0
1720,70000,Married,Univ,Female,33,0,0,70349,70068,2600,3700,0
1721,50000,Married,Univ,Male,37,0,2,2072,1532,0,2000,0
1722,140000,Married,Univ,Female,37,0,0,137545,136820,6206,6100,0
1723,90000,Married,Univ,Male,36,0,0,77107,93894,20000,0,0
1724,370000,Single,GradSch,Female,40,0,0,17004,19254,19254,432,0
1725,3.00E+05,Single,GradSch,Female,37,1,0,0,9048,9048,4040,0
1726,360000,Married,GradSch,Female,32,0,0,13686,1992,1992,604,0
1727,50000,Single,Univ,Male,36,0,0,49899,35200,1679,2438,0
1728,50000,Single,Univ,Male,36,0,0,49076,48923,2063,1298,0
1729,90000,Single,Univ,Female,37,1,2,13137,10724,0,1000,0
1730,290000,Single,GradSch,Female,32,0,0,168,569,569,1000,0
1731,90000,Single,GradSch,Female,37,0,0,61799,62561,2400,2518,0
1732,2.00E+05,Married,Univ,Female,32,0,0,313,0,0,313,0
1733,370000,Married,GradSch,Female,46,0,0,141552,67739,2157,2000,0
1734,2.00E+05,Married,GradSch,Female,35,0,0,14202,0,0,505,0
1735,3.00E+05,Married,Univ,Female,44,0,0,141486,79474,6000,5000,0
1736,280000,Married,Univ,Female,32,0,0,7640,9369,9369,12277,0
1737,50000,Single,Univ,Male,43,0,0,47674,45472,1764,6739,0
1738,210000,Married,GradSch,Female,43,0,0,5907,2615,2637,1220,0
1739,310000,Single,GradSch,Male,36,0,0,53340,85711,69220,3095,0
1740,390000,Single,GradSch,Female,37,2,0,386301,392458,17000,11000,0
1741,1.00E+05,Single,Univ,Female,43,0,0,3587,660,660,6010,0
1742,240000,Married,Univ,Male,33,1,2,172618,174842,6765,0,0
1743,20000,Single,Univ,Male,35,2,2,11736,11180,780,0,0
1744,130000,Single,Univ,Male,39,0,0,116437,112881,4911,3533,0
1745,140000,Married,GradSch,Male,35,0,0,1476,2139,2139,0,0
1746,1.00E+05,Married,Univ,Female,38,0,0,0,0,0,3168,0
1747,340000,Married,Univ,Male,36,0,0,71934,78695,8000,4000,0
1748,2.00E+05,Married,GradSch,Female,39,0,0,141886,141771,7000,8000,0
1749,320000,Single,Univ,Female,38,0,0,125567,125782,6831,12000,0
1750,20000,Single,Univ,Female,40,0,0,18649,19727,1700,2000,0
1751,170000,Married,Univ,Male,37,0,0,164824,132485,6107,6000,0
1752,50000,Married,GradSch,Male,39,0,0,49543,41465,1500,1328,0
1753,50000,Married,Univ,Female,31,0,0,51023,51019,2300,2210,0
1754,20000,Single,GradSch,Female,36,0,0,12031,13446,5000,0,0
1755,60000,Single,Univ,Female,37,0,0,21295,22629,1679,1388,0
1756,20000,Single,Univ,Female,37,0,0,8879,10222,1500,1188,0
1757,60000,Married,Univ,Female,42,1,0,0,0,0,0,0
1758,430000,Single,GradSch,Female,38,0,0,62774,68284,10284,10806,0
1759,30000,Married,GradSch,Male,41,0,0,38390,20830,4200,36444,0
1760,2.00E+05,Single,GradSch,Male,42,1,0,0,0,0,0,0
1761,110000,Married,Univ,Female,34,0,0,3242,4095,1300,1054,0
1762,130000,Married,Univ,Female,37,0,0,61223,4003,4003,3223,0
1763,4.00E+05,Married,Other,Male,36,0,0,3443,69,69,188,0
1764,70000,Married,Univ,Male,36,0,0,53239,54351,2000,3000,0
1765,3.00E+05,Married,Univ,Male,37,0,0,11645,13450,3513,2012,0
1766,430000,Single,GradSch,Male,42,0,0,29860,39305,10000,5000,0
1767,220000,Single,GradSch,Female,37,0,0,300,-200,0,0,0
1768,60000,Single,Univ,Male,37,0,0,4553,7730,3258,0,0
1769,1.00E+05,Single,Univ,Female,38,0,0,96707,89842,4070,4025,0
1770,30000,Married,Other,Male,39,0,0,0,0,0,0,0
1771,390000,Married,Univ,Male,44,0,2,7831,3844,8,5806,0
1772,180000,Married,Univ,Male,41,1,2,172584,167622,1000,4052,0
1773,290000,Single,GradSch,Female,38,0,0,6649,15819,15837,11584,0
1774,50000,Married,GradSch,Male,37,0,0,21912,22939,1685,1393,0
1775,410000,Married,GradSch,Male,41,0,0,396975,409780,30000,20000,0
1776,2.00E+05,Married,Univ,Female,39,0,2,2480,150,0,206,0
1777,260000,Single,GradSch,Female,40,0,0,5237,0,0,0,0
1778,20000,Married,GradSch,Male,36,2,0,6099,7559,2000,2000,0
1779,80000,Single,GradSch,Female,41,1,0,0,80000,80000,0,0
1780,320000,Married,GradSch,Female,37,0,2,6793,3659,5,232702,0
1781,490000,Married,Univ,Female,39,0,0,195330,200768,8683,10021,0
1782,240000,Married,GradSch,Male,38,2,2,259511,258208,11000,0,0
1783,120000,Married,GradSch,Male,35,2,2,67502,68842,3000,2700,0
1784,250000,Single,GradSch,Female,42,0,0,30471,39968,39968,89000,0
1785,340000,Married,GradSch,Male,41,0,0,325,325,325,325,0
1786,290000,Single,GradSch,Male,38,0,0,215472,222699,11000,9500,0
1787,2.00E+05,Married,GradSch,Male,38,0,0,780,0,0,390,0
1788,240000,Married,Univ,Female,36,0,0,1986,1323,1323,329,0
1789,70000,Married,GradSch,Female,42,0,0,14896,0,0,0,0
1790,80000,Single,Univ,Female,38,0,0,80491,64868,2327,1687,0
1791,210000,Married,Univ,Female,37,0,0,2978,1798,1798,379,0
1792,360000,Single,Univ,Female,35,0,0,63352,58601,6010,4000,0
1793,50000,Single,GradSch,Female,36,0,0,8647,4872,4890,0,0
1794,180000,Married,Univ,Female,41,0,0,22523,20831,2045,1000,0
1795,5.00E+05,Married,GradSch,Female,35,0,0,5410,2760,2700,36861,0
1796,180000,Single,Univ,Male,39,0,0,2294,1290,1296,2120,0
1797,2.00E+05,Married,GradSch,Female,40,0,0,2571,2772,2772,2571,0
1798,110000,Single,GradSch,Male,42,0,0,47982,43735,1809,2012,0
1799,290000,Married,GradSch,Female,41,0,0,111,0,0,904,0
1800,50000,Married,GradSch,Female,39,0,0,38031,31677,2000,2000,0
1801,80000,Married,Univ,Female,38,0,0,54600,56379,3300,2640,0
1802,90000,Married,GradSch,Female,35,0,0,42567,43578,2022,2325,0
1803,180000,Married,GradSch,Male,41,2,2,176911,172605,0,15000,0
1804,160000,Single,GradSch,Female,38,0,0,2659,3859,3859,10709,0
1805,80000,Single,Univ,Female,41,1,0,0,2388,2388,164,0
1806,30000,Married,GradSch,Female,36,0,0,27552,30686,3605,2,0
1807,2.00E+05,Single,Univ,Male,36,0,0,103194,107027,5500,4000,0
1808,4.00E+05,Married,Univ,Female,41,1,0,0,0,0,0,0
1809,290000,Single,Univ,Female,44,0,0,310403,315048,12012,12012,0
1810,20000,Single,GradSch,Male,36,0,0,14720,15432,3880,1200,0
1811,210000,Single,Other,Female,32,0,0,179248,21612,3151,2000,0
1812,120000,Single,GradSch,Female,33,0,0,110934,99271,4432,2988,0
1813,20000,Married,GradSch,Female,35,0,0,7478,8497,1146,1811,0
1814,320000,Single,GradSch,Male,40,0,0,26149,3860,3894,360,0
1815,120000,Single,Univ,Female,37,0,0,27491,20707,3000,1843,0
1816,3.00E+05,Married,GradSch,Male,29,0,0,836,390,390,780,0
1817,510000,Single,GradSch,Male,38,0,0,548,0,0,0,0
1818,280000,Single,Univ,Male,39,0,0,229780,31275,2000,2100,0
1819,80000,Single,GradSch,Male,36,0,0,32562,23346,1482,1011,0
1820,1.00E+05,Married,GradSch,Female,39,0,0,10376,36404,26404,2000,0
1821,280000,Single,GradSch,Female,40,0,0,7524,0,0,3968,0
1822,20000,Married,Univ,Male,36,0,0,14966,16278,1565,1299,0
1823,360000,Single,Univ,Male,43,0,0,19390,22726,7113,12163,0
1824,130000,Single,GradSch,Female,36,1,0,0,0,0,3726,0
1825,350000,Single,GradSch,Male,39,0,0,27916,24973,2001,2010,0
1826,5.00E+05,Married,GradSch,Female,41,0,0,993,1413,1413,14123,0
1827,30000,Single,Univ,Female,35,1,2,16704,18121,2000,1500,0
1828,50000,Married,GradSch,Female,41,0,0,49390,50612,2449,1778,0
1829,210000,Married,GradSch,Male,32,0,0,2295,6072,6090,8369,0
1830,120000,Single,Univ,Female,41,0,0,48499,48684,1621,1000,0
1831,490000,Single,GradSch,Male,33,0,0,325669,206515,10041,7415,0
1832,460000,Married,GradSch,Female,36,0,0,7623,9483,9495,18513,0
1833,280000,Single,Univ,Female,39,0,0,0,0,0,0,0
1834,20000,Married,Univ,Male,31,4,3,19379,18775,0,1433,0
1835,4.00E+05,Married,GradSch,Male,40,0,0,44765,35776,10006,3072,0
1836,150000,Single,GradSch,Male,33,0,0,0,0,0,0,0
1837,20000,Single,Univ,Male,42,0,0,20813,19666,1000,20700,0
1838,180000,Single,GradSch,Male,42,0,0,93962,95955,3500,4000,0
1839,360000,Married,GradSch,Male,33,0,0,236171,228951,8500,7800,0
1840,210000,Married,GradSch,Female,42,0,0,7771,7078,7078,1295,0
1841,70000,Other,GradSch,Male,38,0,0,67938,64248,2314,2060,0
1842,50000,Single,GradSch,Female,39,0,0,46476,47703,2000,5000,0
1843,150000,Married,GradSch,Male,41,0,0,92766,94732,4000,4000,0
1844,140000,Married,Univ,Female,33,0,0,138389,110701,5148,3216,0
1845,50000,Single,GradSch,Female,35,0,0,26242,2946,3006,6152,0
1846,260000,Married,GradSch,Female,41,0,0,8339,8333,5000,0,0
1847,150000,Married,GradSch,Female,37,0,0,3275,1105,1105,0,0
1848,2.00E+05,Married,GradSch,Female,42,1,0,0,0,0,0,0
1849,120000,Married,GradSch,Female,40,0,0,0,0,0,0,0
1850,10000,Married,Univ,Female,41,1,0,0,1912,1912,1200,0
1851,110000,Married,GradSch,Male,40,0,0,23751,25068,1717,2000,0
1852,290000,Married,Univ,Female,34,0,0,284054,283149,10222,11019,0
1853,210000,Single,GradSch,Female,40,0,0,9604,10970,5056,1230,0
1854,370000,Married,Univ,Female,33,0,0,155124,162526,10000,10000,0
1855,20000,Married,Univ,Male,38,0,0,15166,15014,1257,1267,0
1856,40000,Single,GradSch,Female,36,0,2,14310,13788,0,3100,0
1857,2.00E+05,Single,GradSch,Male,41,0,0,9080,14280,14280,13918,0
1858,160000,Single,Univ,Female,36,0,0,13038,158725,155000,5000,0
1859,180000,Married,Univ,Female,41,0,0,1252,23,23,3,0
1860,180000,Single,GradSch,Female,39,0,0,4312,2117,2117,5944,0
1861,410000,Married,Univ,Male,35,0,0,3827,9921,10534,29750,0
1862,220000,Married,GradSch,Female,41,0,0,3785,1137,1142,377,0
1863,60000,Married,Univ,Male,40,0,0,60114,54902,1902,1650,0
1864,5.00E+05,Married,GradSch,Male,31,0,0,62289,63485,2608,0,0
1865,10000,Married,Univ,Male,39,1,2,4437,5355,1150,1000,0
1866,110000,Married,Univ,Female,37,0,0,84589,85418,3700,4890,0
1867,420000,Single,Univ,Female,36,0,0,476396,470185,16007,19031,0
1868,5.00E+05,Married,Univ,Female,39,0,0,60278,56247,1745,1635,0
1869,50000,Single,GradSch,Female,36,0,0,48211,41670,1971,2011,0
1870,150000,Single,Univ,Female,38,0,0,49760,39332,2538,2000,0
1871,1.00E+05,Married,Univ,Male,35,0,0,60799,10095,2036,1504,0
1872,5.00E+05,Married,Univ,Female,39,0,0,344,5757,5757,1820,0
1873,90000,Married,Univ,Male,33,0,0,5580,0,0,0,0
1874,20000,Single,GradSch,Male,35,0,0,3202,4978,2000,3000,0
1875,270000,Married,Univ,Female,41,0,0,160006,163338,5420,5532,0
1876,80000,Single,GradSch,Female,34,0,0,37329,38151,3700,2000,0
1877,1.00E+05,Single,GradSch,Female,30,0,0,91844,90375,3200,3007,0
1878,230000,Married,Univ,Female,35,0,0,819,18163,18163,5654,0
1879,4.00E+05,Single,GradSch,Female,39,1,0,140,140,140,12527,0
1880,150000,Married,GradSch,Female,35,0,0,32440,13447,13447,17914,0
1881,340000,Married,GradSch,Female,38,0,0,242518,247338,8849,9300,0
1882,50000,Single,Univ,Female,39,0,0,48057,48457,2007,1351,0
1883,140000,Married,Univ,Male,33,0,0,35815,36800,1590,1926,0
1884,70000,Single,GradSch,Female,34,0,0,62870,63992,2134,1600,0
1885,30000,Married,GradSch,Female,40,0,0,16088,24800,9000,1000,0
1886,20000,Single,Univ,Female,36,0,0,14248,15703,2000,2000,0
1887,220000,Married,Univ,Female,34,0,0,28853,29145,2000,4000,0
1888,60000,Single,Univ,Female,38,0,0,6234,7402,1276,1144,0
1889,390000,Married,GradSch,Male,36,0,0,28804,43996,20000,5006,0
1890,350000,Single,GradSch,Female,41,0,0,14118,4278,3922,8621,0
1891,140000,Single,Other,Female,38,0,0,75000,0,0,0,0
1892,80000,Single,Univ,Male,38,0,0,79813,82150,3750,0,0
1893,340000,Married,Univ,Female,36,0,0,33245,249,249,27477,0
1894,50000,Single,GradSch,Female,36,0,0,51076,50816,2223,1572,0
1895,2.00E+05,Married,GradSch,Female,39,0,0,0,0,0,0,0
1896,80000,Single,Other,Male,37,0,0,46089,4840,4840,0,0
1897,3.00E+05,Married,Other,Female,36,0,0,0,0,0,0,0
1898,80000,Married,Univ,Female,36,1,2,42053,40185,0,3500,0
1899,50000,Single,GradSch,Male,36,0,0,45943,45922,1818,1400,0
1900,230000,Single,GradSch,Female,42,0,0,230101,224517,10125,12966,0
1901,2.00E+05,Single,Univ,Female,34,0,0,203265,203147,7471,7848,0
1902,490000,Married,GradSch,Female,40,0,0,1700,8913,8913,0,0
1903,30000,Married,Univ,Female,32,1,2,28108,27228,0,1500,0
1904,80000,Married,Univ,Female,40,0,0,1995,0,0,680,0
1905,120000,Single,GradSch,Male,35,0,0,11472,13485,2652,0,0
1906,140000,Single,Univ,Female,37,0,0,50822,52468,2473,2000,0
1907,410000,Single,GradSch,Male,42,0,0,5335,5369,5400,0,0
1908,80000,Single,GradSch,Male,41,0,0,21788,32562,16445,1482,0
1909,70000,Married,Univ,Female,40,0,0,69341,19472,2000,3000,0
1910,4.00E+05,Married,GradSch,Female,36,0,0,16195,10713,10713,11340,0
1911,80000,Single,Univ,Female,41,0,0,1305,-789,0,0,0
1912,270000,Single,GradSch,Male,37,0,0,109611,64202,6285,33894,0
1913,150000,Married,GradSch,Female,38,1,0,-3,350,353,0,0
1914,50000,Married,Univ,Female,35,0,0,30049,30147,1800,1500,0
1915,1.00E+05,Married,GradSch,Male,38,0,0,46041,59526,15000,15000,0
1916,80000,Single,Univ,Female,29,1,2,74250,76895,4500,4500,0
1917,360000,Married,GradSch,Male,37,0,0,333549,342782,15047,15000,0
1918,50000,Single,Univ,Male,36,0,0,11772,13014,1469,1600,0
1919,3.00E+05,Single,Univ,Female,42,0,0,48926,22580,1006,350,0
1920,50000,Married,Univ,Female,38,0,0,48706,49704,1809,1956,0
1921,320000,Married,GradSch,Male,38,0,0,40271,91965,60043,5036,0
1922,190000,Married,Univ,Female,31,0,0,86730,93705,9310,0,0
1923,20000,Single,Univ,Male,31,1,2,4673,6433,2000,0,0
1924,50000,Other,GradSch,Female,40,1,2,50614,29173,0,1500,0
1925,180000,Married,Univ,Female,41,0,0,8531,9432,1200,1500,0
1926,80000,Single,GradSch,Female,39,0,0,194843,197581,5501,6150,0
1927,50000,Married,Univ,Male,34,0,0,48885,48793,2000,2500,0
1928,360000,Single,GradSch,Male,38,0,2,6902,1950,141,2618,0
1929,170000,Single,GradSch,Female,35,0,0,30552,29342,2500,2500,0
1930,220000,Single,GradSch,Male,36,0,0,100226,102103,5200,5500,0
1931,150000,Single,GradSch,Female,32,0,0,0,0,0,0,0
1932,30000,Married,GradSch,Female,36,2,2,22147,24770,3000,2000,0
1933,50000,Married,GradSch,Male,37,0,0,2840,2522,1000,5500,0
1934,240000,Single,GradSch,Female,41,0,0,7283,5266,1263,1000,0
1935,360000,Married,GradSch,Male,38,0,0,0,392,392,827,0
1936,60000,Single,Univ,Male,38,0,0,57480,60491,4207,1000,0
1937,180000,Single,GradSch,Female,33,0,0,23800,1246,1246,3430,0
1938,130000,Single,GradSch,Male,40,0,0,126974,122107,5988,4560,0
1939,360000,Married,Univ,Male,38,0,0,1288,2508,2520,2500,0
1940,50000,Single,GradSch,Male,40,0,0,12571,13656,1600,2280,0
1941,5.00E+05,Married,Univ,Male,43,0,0,680,1094,1101,1100,0
1942,70000,Married,GradSch,Female,38,1,0,30950,33087,3107,48323,0
1943,240000,Married,GradSch,Male,36,0,0,207,99,99,0,0
1944,320000,Single,Univ,Female,37,0,0,320983,319377,14000,14033,0
1945,50000,Married,Univ,Female,38,0,0,48292,47171,2300,1900,0
1946,90000,Single,Univ,Female,37,0,0,81694,78656,3609,5000,0
1947,240000,Single,GradSch,Female,36,0,0,0,0,0,0,0
1948,420000,Married,Univ,Female,40,0,0,56255,121215,71536,12536,0
1949,130000,Married,GradSch,Female,36,0,0,25339,26342,1427,1461,0
1950,130000,Single,GradSch,Female,40,0,0,5188,-26,0,3981,0
1951,180000,Married,GradSch,Female,36,0,0,20909,24262,4262,2083,0
1952,320000,Single,GradSch,Female,37,0,0,54661,183429,183429,203849,0
1953,80000,Single,Univ,Female,36,0,0,15633,17536,2302,1774,0
1954,150000,Single,Univ,Male,39,0,0,95322,96903,3216,2338,0
1955,250000,Single,GradSch,Male,39,0,0,255473,256003,11300,12177,0
1956,1.00E+05,Married,Univ,Female,41,1,0,0,199,199,0,0
1957,120000,Married,GradSch,Female,40,0,0,19821,20836,1651,3377,0
1958,50000,Married,Univ,Female,34,0,0,3126,25362,25368,1237,0
1959,310000,Married,GradSch,Male,32,0,0,172772,152397,8295,6000,0
1960,140000,Single,GradSch,Female,38,0,0,67505,36772,2000,2400,0
1961,50000,Married,GradSch,Female,37,0,0,47569,48768,1986,1452,0
1962,160000,Single,GradSch,Female,36,0,0,6087,1934,1000,11426,0
1963,170000,Married,Univ,Female,39,0,0,20699,11614,11614,11487,0
1964,290000,Single,Univ,Male,43,0,0,65369,67270,3360,3000,0
1965,60000,Single,GradSch,Female,33,1,0,0,3187,3366,0,0
1966,50000,Single,Univ,Female,35,0,0,49619,50629,1836,1985,0
1967,140000,Married,Univ,Female,39,0,0,89226,90212,3133,0,0
1968,330000,Single,Univ,Female,36,0,0,49549,133957,90000,3000,0
1969,5.00E+05,Single,GradSch,Male,42,0,0,309558,315956,13749,11360,0
1970,260000,Married,GradSch,Male,37,0,0,524,248,248,552,0
1971,2.00E+05,Single,GradSch,Female,37,0,0,1290,599,599,0,0
1972,20000,Single,GradSch,Male,42,0,0,18055,2059,1100,1500,0
1973,130000,Married,Univ,Male,34,0,0,109640,109699,8436,2270,0
1974,120000,Married,GradSch,Male,39,0,0,125702,130461,8300,4500,0
1975,140000,Married,GradSch,Male,35,0,0,133167,135889,5400,3000,0
1976,130000,Single,Univ,Male,37,0,0,3594,0,0,0,0
1977,30000,Single,Univ,Male,40,0,0,7956,10529,5000,28872,0
1978,40000,Married,GradSch,Male,40,0,0,21107,23837,3400,0,0
1979,1.00E+05,Married,GradSch,Female,41,0,0,68760,70113,3095,3181,0
1980,180000,Married,GradSch,Female,36,1,0,0,0,0,0,0
1981,420000,Single,Univ,Female,38,0,0,14823,16367,1800,1608,0
1982,150000,Single,GradSch,Female,34,0,0,1639,592,592,3791,0
1983,3.00E+05,Married,Univ,Female,38,0,2,10940,10104,0,1610,0
1984,190000,Single,GradSch,Female,36,0,0,314,3031,3031,597,0
1985,140000,Single,GradSch,Female,38,0,0,800,7937,7937,10132,0
1986,2.00E+05,Married,GradSch,Female,38,0,0,16964,317,317,1169,0
1987,130000,Single,GradSch,Female,35,0,0,131996,132177,5000,5000,0
1988,80000,Married,HighSch,Male,37,0,0,39115,40176,2000,2490,0
1989,470000,Married,HighSch,Male,34,0,0,83852,85008,3477,4100,0
1990,6.00E+05,Married,HighSch,Female,39,0,0,84300,27446,27446,0,0
1991,80000,Single,Univ,Female,37,0,0,3278,4000,1000,0,0
1992,210000,Married,Univ,Female,39,0,0,1417,-3,0,358,0
1993,410000,Single,Univ,Female,39,1,0,-58,32991,33049,16000,0
1994,170000,Single,HighSch,Female,43,0,0,115194,111991,10000,10000,0
1995,160000,Single,HighSch,Female,38,0,0,1672,4411,4411,504,0
1996,60000,Single,Univ,Female,38,0,0,42174,40510,3090,10709,0
1997,490000,Single,Univ,Female,37,0,0,191937,194347,7133,11365,0
1998,1.00E+05,Single,GradSch,Female,33,0,0,89988,92388,3852,4135,0
1999,130000,Single,Univ,Female,42,0,0,81731,84383,4000,4500,0
2000,20000,Other,HighSch,Male,39,0,0,16888,17928,1616,3000,0
2001,50000,Single,Univ,Male,36,0,0,39487,37777,1600,2000,0
2002,50000,Single,Univ,Female,33,0,0,45397,47264,3015,3025,0
2003,240000,Married,Univ,Male,43,0,0,2816,7608,7608,26834,0
2004,80000,Single,Univ,Male,40,0,0,5844,6700,1067,0,0
2005,230000,Single,Univ,Female,40,0,0,2454,1197,1197,4566,0
2006,80000,Married,GradSch,Male,40,0,0,390,1780,1780,360,0
2007,140000,Single,Univ,Female,39,0,0,43030,44335,2000,1755,0
2008,260000,Single,HighSch,Male,43,0,0,76996,11515,11515,13419,0
2009,2.00E+05,Single,HighSch,Female,39,0,0,191876,121296,4305,4408,0
2010,130000,Married,Univ,Female,38,0,0,104898,103920,4714,4553,0
2011,120000,Single,HighSch,Female,37,0,0,13394,17356,17456,6826,0
2012,50000,Married,HighSch,Male,41,0,0,12650,0,0,0,0
2013,260000,Single,HighSch,Female,36,0,0,229398,202429,8720,9000,0
2014,50000,Married,Univ,Male,38,0,0,51400,0,0,0,0
2015,20000,Married,Univ,Female,34,0,0,1473,390,390,390,0
2016,160000,Married,Univ,Female,31,0,0,96814,69870,10008,20014,0
2017,50000,Single,Univ,Female,44,0,0,9101,10446,1502,2651,0
2018,1.00E+05,Single,GradSch,Male,37,0,0,73904,73249,2781,2101,0
2019,430000,Married,HighSch,Female,35,0,0,5149,4588,4600,11220,0
2020,230000,Married,HighSch,Female,37,0,0,12907,316,316,1156,0
2021,80000,Single,HighSch,Male,35,0,0,9183,9606,9643,3167,0
2022,120000,Single,Univ,Female,41,0,0,5820,216,216,3858,0
2023,50000,Single,HighSch,Female,35,0,0,27245,28300,1800,4400,0
2024,20000,Single,GradSch,Male,32,0,0,9248,11859,3100,2900,0
2025,60000,Single,Univ,Male,39,0,2,2178,1755,0,58197,0
2026,50000,Married,Univ,Female,34,0,0,43724,45017,2000,2000,0
2027,5.00E+05,Married,HighSch,Female,39,0,0,1323,1725,1725,0,0
2028,2.00E+05,Single,Other,Female,40,0,0,13943,8943,8964,1662,0
2029,270000,Single,GradSch,Female,41,1,0,0,2900,2900,2000,0
2030,120000,Single,Univ,Male,36,0,0,500,0,0,0,0
2031,5.00E+05,Married,HighSch,Female,30,2,2,1569,1379,0,1800,0
2032,280000,Single,Univ,Female,39,0,0,1478,-3,0,12356,0
2033,210000,Single,HighSch,Male,38,0,0,280,0,0,0,0
2034,5.00E+05,Married,Univ,Female,38,0,0,494140,274198,14515,10815,0
2035,130000,Married,Univ,Male,34,0,0,780,0,0,390,0
2036,1.00E+05,Single,Univ,Male,38,1,0,-342,-342,0,0,0
2037,280000,Single,Univ,Male,34,0,0,261602,267238,10000,11075,0
2038,90000,Married,Univ,Male,41,0,0,20612,21956,1676,2000,0
2039,710000,Single,HighSch,Female,36,0,0,28585,31719,3561,3696,0
2040,260000,Married,Univ,Female,37,0,0,182249,181433,6107,6501,0
2041,80000,Married,GradSch,Female,38,0,0,817,1131,1131,1000,0
2042,430000,Married,Univ,Female,35,0,0,38495,11935,11935,32887,0
2043,50000,Single,HighSch,Female,39,0,0,31392,-288,0,0,0
2044,60000,Married,Univ,Female,37,0,0,13070,14542,2000,2000,0
2045,170000,Single,HighSch,Female,35,0,0,10596,13410,3000,3000,0
2046,50000,Married,GradSch,Female,36,1,0,0,0,0,0,0
2047,120000,Married,HighSch,Female,35,0,0,497,0,0,1085,0
2048,350000,Married,HighSch,Female,33,0,0,50376,20717,20717,10173,0
2049,80000,Married,GradSch,Female,36,0,0,80904,64144,2500,2200,0
2050,360000,Single,HighSch,Male,38,0,0,8195,99996,100496,799,0
2051,90000,Married,Univ,Female,37,1,0,0,323,323,0,0
2052,2.00E+05,Single,Univ,Female,30,0,0,61940,63314,3000,3000,0
2053,20000,Other,GradSch,Female,37,0,0,3975,362,362,2000,0
2054,70000,Single,HighSch,Female,37,0,0,61217,62601,3000,3000,0
2055,50000,Single,GradSch,Female,43,0,0,39803,37595,5007,1602,0
2056,20000,Married,GradSch,Female,40,0,0,12685,13634,1188,1201,0
